"Event" "Date" "Miyu Yamashita" "KANNA" "Chikage Kiba" "Shoko Nakajima" "Ayumi Takada" "Nonoko" "Yuka Sakazaki" "Ura Erika" "Rika Tatsumi" "Erin" "Saki Akai" "Akane Miura" "Ai Shimizu" "Hyper Misao" "MIZUHO" "Azusa Takigawa" "Saki Akamiya" "Yuu" "Nodoka-Oneesan" "Marika Kobashi" "Candice LeRae" "Maho Kurone" "Hinako" "Reika Saiki" "Mil Clown" "Cherry" "Laura James" "Maki Itoh" "Sakisama" "Martha" "Yuna Manase" "Mizuki" "Yukio Saint Laurent" "Yuki Kamifuku" "Solo Darling" "Meiko Satomura" "Shiro Koshinaka"
"41" "The Girls Battle 2015 Round 8" 2015-08-29 1618.4895220213 1487.57826026319 1572.8018404591 1501.56434529531 1469.17568639486 1572.42793408072 1394.46464019048 1496.75982569338 1449.22987094148 1422.00654530249 1593.43371998913 1529.40172741383 1516.62260061231 1446.56921299281 1444.4742683496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"42" "You Grow Up" 2015-09-22 1625.20546423929 1487.57826026319 1572.8018404591 1514.14860797037 1469.17568639486 1560.83539923868 1388.82319211551 1496.75982569338 1446.40914690399 1424.82726933997 1580.84945731407 1535.04317548881 1528.21513545435 1436.50891636973 1454.53456497268 1493.28405778201 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"43" "Go Up Higher!" 2015-10-12 1623.0303086595 1491.92857142278 1572.8018404591 1506.94943754536 1469.17568639486 1568.91524999869 1386.64803653571 1496.75982569338 1442.0588357444 1435.68023636864 1583.02461289386 1543.92215969106 1530.39029103414 1434.8291025925 1443.68159794401 1485.20420702199 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"44" "The Girls Battle 2015 Round 9" 2015-10-24 1630.7919416195 1497.43914022848 1572.8018404591 1509.7047219482 1469.17568639486 1566.15996559584 1398.11134650005 1496.75982569338 1436.54826693871 1438.43552077149 1583.02461289386 1536.16052673106 1527.6350066313 1418.98582121316 1440.2024276524 1477.22006734927 1515.84328137934 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"45" "A Girl's Counterattack" 2015-11-07 1626.2399152689 1501.99116657907 1572.8018404591 1505.8852034114 1469.17568639486 1568.43597877114 1395.83533332475 1496.75982569338 1430.45434708238 1435.38856084332 1583.02461289386 1538.43653990636 1536.64156690345 1422.03278114133 1435.01538591705 1474.94405417397 1521.93720123567 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"46" "Turn The Next Corner" 2015-12-22 1632.80878540917 1495.4222964388 1572.8018404591 1513.74760940364 1469.17568639486 1576.02809936477 1394.78007639077 1496.75982569338 1422.59194109014 1431.91209900677 1583.02461289386 1531.48361623326 1543.79719138933 1425.50924297787 1427.85976143117 1468.40719051433 1528.89012490877 1510 1490 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"47" "Tokyo Joshi Pro '16" 2016-01-04 1639.51005656197 1486.80570968748 1572.8018404591 1507.04633825084 1469.17568639486 1586.66017772859 1391.53582795771 1496.75982569338 1429.04499475855 1428.68557217257 1583.02461289386 1541.40897093892 1552.41377814065 1420.22517888457 1422.51174716065 1461.95413684592 1518.96477020311 1519.42498872215 1480.57501127785 1503.22652683421 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"48" "Battle Mission 2016 Code.1" 2016-01-24 1644.93595453038 1484.422713464 1572.8018404591 1509.75928723504 1469.17568639486 1583.94722874438 1385.05906745968 1496.75982569338 1423.61909679014 1428.68557217257 1583.02461289386 1541.40897093892 1557.17977058762 1420.22517888457 1424.89474338414 1457.18814439895 1518.96477020311 1525.90174922019 1478.19201505436 1505.60952305769 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"49" "Battle Mission 2016 Code.2" 2016-02-06 1642.13122783816 1476.92907811311 1572.8018404591 1519.63985310025 1469.17568639486 1589.55668212883 1379.44961407524 1496.75982569338 1420.8710468009 1428.68557217257 1583.02461289386 1537.66215326347 1559.98449727984 1423.97199656001 1424.89474338414 1451.69204442047 1526.458405554 1528.64979920943 1483.68811503285 1495.72895719248 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"50" "Battle Mission 2016 Code.3" 2016-02-21 1637.27122453806 1488.34506759204 1572.8018404591 1517.2098514502 1469.17568639486 1594.41668542893 1377.01961242519 1496.75982569338 1423.30104845095 1428.68557217257 1583.02461289386 1544.50188792217 1562.41449892989 1417.13226190132 1424.89474338414 1446.05798450541 1515.04241607507 1540.82765947311 1477.14431468423 1495.72895719248 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"51" "Hop! Step! Osaka, Jump!!" 2016-03-06 1637.27122453806 1491.19882150891 1572.8018404591 1517.2098514502 1469.17568639486 1583.49818457171 1388.98094971485 1496.75982569338 1435.35600940177 1428.68557217257 1583.02461289386 1550.2093957559 1573.33299978711 1411.42475406758 1424.89474338414 1434.09664721575 1512.1886621582 1549.01496068085 1468.95701347649 1483.67399624166 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"52" "Hop! Step! Kitazawa, Jump!!" 2016-03-13 1645.73575280232 1483.41272182174 1572.8018404591 1528.81130044385 1469.17568639486 1575.03365630744 1395.75807944339 1496.75982569338 1431.9674445375 1428.68557217257 1583.02461289386 1546.31634591232 1561.73155079346 1415.31780391116 1424.89474338414 1427.31951748721 1519.97476184537 1557.15615967686 1472.34557834076 1475.53279724564 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"53" "Hop! Step! Kasukabe, Jump!!" 2016-04-02 1640.09440676037 1489.22921084257 1572.8018404591 1530.61559976471 1469.17568639486 1582.16121418838 1400.28226291275 1496.75982569338 1425.42394883512 1428.68557217257 1585.39421108462 1535.55962356352 1569.74249502618 1403.35328425174 1424.89474338414 1420.42573582708 1530.73148419417 1569.12067933628 1465.21802045982 1472.08590641558 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"54" "Tokyo Joshi Pro X Idol Shibuya Night Danger" 2016-04-18 1644.80788791858 1484.4090666924 1572.8018404591 1532.97234034382 1469.17568639486 1582.16121418838 1411.3105041898 1496.75982569338 1420.7104676769 1428.68557217257 1585.39421108462 1533.20288298441 1569.74249502618 1403.35328425174 1424.89474338414 1414.21763870021 1530.73148419417 1576.21619546905 1458.12250432705 1472.08590641558 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"55" "Hop! Step! Yokohama, Jump!!" 2016-04-29 1636.40768172767 1480.20896359694 1572.8018404591 1537.17244343927 1469.17568639486 1571.99011949288 1419.71071038071 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1540.07368214143 1569.74249502618 1415.30615842242 1424.89474338414 1405.47463843241 1530.73148419417 1586.38729016455 1466.86550459485 1460.1330322449 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"56" "Battle Mission 2016 Code.4" 2016-05-14 1632.39564470475 1477.2249024978 1572.8018404591 1545.90353055501 1469.17568639486 1557.76313718796 1427.73478442655 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1544.08571916435 1569.74249502618 1429.53314072733 1424.89474338414 1400.2571046843 1530.73148419417 1591.60482391267 1458.841430549 1454.38600622831 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"57" "Yokohama 1:00 Set" 2016-05-28 1637.10344316368 1485.04513322685 1572.8018404591 1553.44884688192 1469.17568639486 1564.87250928112 1423.02698596762 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1540.14460371914 1569.74249502618 1425.37850671574 1424.89474338414 1392.43687395525 1530.73148419417 1599.70057336947 1451.29611422209 1447.27663413516 1683.24424843305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"58" "Nerima Love Rin" 2016-06-15 1640.32122044995 1494.07680208641 1572.8018404591 1547.01329230937 1469.17568639486 1572.31175545065 1421.00620591827 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1546.58015829169 1569.74249502618 1419.96004059555 1424.89474338414 1385.56791061338 1530.73148419417 1596.48279608319 1442.26444536252 1447.27663413516 1683.24424843305 NA NA 1511.86896334187 NA NA NA NA NA NA NA NA NA NA NA NA NA
"59" "Yokodai Station Event Wrestling Part 1" 2016-06-18 1636.41784241741 1494.07680208641 1572.8018404591 1554.0865236153 1469.17568639486 1572.31175545065 1428.81296198337 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1550.48353632424 1569.74249502618 1409.56428970581 1424.89474338414 1385.56791061338 1530.73148419417 1606.87854697293 1435.1912140566 1439.46987807007 1683.24424843305 NA NA 1511.86896334187 NA NA NA NA NA NA NA NA NA NA NA NA NA
"60" "Yokodai Station Event Wrestling Part 2" 2016-06-18 1639.10590404211 1502.39798296214 1572.8018404591 1551.39846199059 1469.17568639486 1572.31175545065 1438.25950680221 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1550.48353632424 1569.74249502618 1400.11774488697 1424.89474338414 1380.19178736398 1530.73148419417 1606.87854697293 1426.87003318087 1444.84600131947 1683.24424843305 NA NA 1511.86896334187 NA NA NA NA NA NA NA NA NA NA NA NA NA
"61" "Shibuya Is Truly Wonderful" 2016-06-27 1635.84246692612 1505.66142007813 1572.8018404591 1557.92533622257 1469.17568639486 1572.31175545065 1449.209188206 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1557.06854791683 1569.74249502618 1393.590870655 1424.89474338414 1375.98817064252 1530.73148419417 1600.1324822906 1420.28502158827 1444.84600131947 1683.24424843305 NA NA 1511.86896334187 NA NA NA NA NA NA NA NA NA NA NA NA NA
"62" "Kasukabe Love Rin" 2016-07-09 1619.81623438782 1510.67716468197 1572.8018404591 1560.43320852449 1469.17568639486 1561.87330195785 1459.08361219392 1496.75982569338 1413.83966851988 1428.68557217257 1585.39421108462 1567.50700140963 1569.74249502618 1409.61710319329 1424.89474338414 1370.97242603869 1530.73148419417 1605.3736971048 1415.04380677407 1434.97157733155 1683.24424843305 NA NA 1509.36109103995 NA NA NA NA NA NA NA NA NA NA NA NA NA
"63" "Yokohama Love Rin" 2016-07-23 1627.64232765126 1497.8477720476 1572.8018404591 1567.5961513503 1469.17568639486 1557.92467469523 1451.92066936811 1496.75982569338 1407.99507785325 1428.68557217257 1585.39421108462 1573.35159207627 1569.74249502618 1422.44649582766 1424.89474338414 1366.85280185969 1530.73148419417 1609.49332128379 1407.69369998889 1431.09411133074 1683.24424843305 NA NA 1516.71119782514 NA NA NA NA NA NA NA NA NA NA NA NA NA
"64" "Delicious Sacas Pro Wrestling 2016 ~Tokyo Joshi Pro~" 2016-07-30 1623.45770661065 1497.8477720476 1572.8018404591 1575.96539343151 1469.17568639486 1563.85866584474 1456.10529040872 1496.75982569338 1402.06108670374 1428.68557217257 1585.39421108462 1564.98234999505 1569.74249502618 1432.69534282439 1424.89474338414 1361.4525564925 1530.73148419417 1614.89356665098 1410.39382267248 1420.84526433402 1683.24424843305 NA NA 1514.01107514154 NA NA NA NA NA NA NA NA NA NA NA NA NA
"65" "Delicious Sacas Pro Wrestling 2016 Final Show ~Tokyo Joshi Pro~" 2016-07-31 1634.01809360548 1505.66705123405 1572.8018404591 1581.84683851521 1469.17568639486 1563.85866584474 1459.11752797784 1496.75982569338 1396.0366115655 1428.68557217257 1585.39421108462 1562.0416274532 1569.74249502618 1435.63606536624 1424.89474338414 1355.5711114088 1530.73148419417 1611.88132908187 1405.85791081588 1413.02598514756 1683.24424843305 NA NA 1514.01107514154 NA NA NA NA NA NA NA NA NA NA NA NA NA
"66" "Beer Garden Fight 2016" 2016-08-13 1639.01824747929 1512.28681020215 1572.8018404591 1578.80571822907 1469.17568639486 1557.23890687664 1462.42740746189 1496.75982569338 1392.72673208145 1428.68557217257 1585.39421108462 1553.46636999506 1569.74249502618 1429.61234649613 1424.89474338414 1350.57095753499 1530.73148419417 1629.52142569625 1398.50311496716 1415.52606208447 1683.24424843305 1507.35479584873 NA 1511.51099820464 NA NA NA NA NA NA NA NA NA NA NA NA NA
"67" "Kitazawa Love Rin" 2016-08-31 1645.52422780703 1505.78082987441 1572.8018404591 1582.40945160166 1469.17568639486 1544.57579284466 1475.09052149387 1496.75982569338 1399.93419882663 1428.68557217257 1585.39421108462 1561.27470973519 1569.74249502618 1421.92686799538 1424.89474338414 1347.06591227313 1530.73148419417 1625.91769232366 1391.29564822197 1415.52606208447 1683.24424843305 1503.05150137046 NA 1519.19647670539 NA NA NA NA NA NA NA NA NA NA NA NA NA
"68" "Tokyo Game Show 2016 4Gamer.net X TJPW Day 1 Part 1" 2016-09-17 1645.52422780703 1511.76889475084 1572.8018404591 1585.40348403987 1469.17568639486 1544.57579284466 1485.89357022364 1496.75982569338 1399.93419882663 1428.68557217257 1585.39421108462 1561.27470973519 1569.74249502618 1421.92686799538 1424.89474338414 1347.06591227313 1530.73148419417 1622.92365988545 1385.30758334555 1415.52606208447 1683.24424843305 1492.24845264068 NA 1519.19647670539 NA NA NA NA NA NA NA NA NA NA NA NA NA
