"Event" "Date" "Miyu Yamashita" "KANNA" "Chikage Kiba" "Shoko Nakajima" "Ayumi Takada" "Nonoko" "Yuka Sakazaki" "Ura Erika" "Rika Tatsumi" "Erin" "Saki Akai" "Akane Miura" "Ai Shimizu" "Hyper Misao" "MIZUHO" "Azusa Takigawa" "Saki Akamiya" "Yuu" "Nodoka-Oneesan" "Marika Kobashi" "Candice LeRae" "Maho Kurone" "Hinako" "Reika Saiki" "Mil Clown" "Cherry" "Laura James" "Maki Itoh" "Sakisama" "Martha" "Yuna Manase" "Mizuki" "Yukio Saint Laurent" "Yuki Kamifuku" "Solo Darling" "Meiko Satomura" "Shiro Koshinaka"
"69" "Tokyo Game Show 2016 4Gamer.net X TJPW Day 1 Part 2" 2016-09-17 1646.97700892079 1511.43029554652 1572.67687974204 1588.75039804269 1469.17568639486 1542.10636608694 1492.31848879929 1496.75982569338 1395.58357656133 1425.65305160807 1577.20866119072 1555.05748650046 1569.50339514216 1431.25780270379 1424.67253715547 1343.21870827548 1530.62915463552 1622.68803189733 1385.05014852053 1405.45960536995 1507.0498283777 1492.14679373188 NA 1514.62626910311 NA NA NA NA NA NA NA NA NA NA NA NA NA
"70" "Tokyo Game Show 2016 4Gamer.net X TJPW Day 2 Part 1" 2016-09-18 1651.62777073383 1498.21426863935 1572.67687974204 1588.75039804269 1469.17568639486 1542.10636608694 1489.99310789277 1496.75982569338 1408.79960346851 1425.65305160807 1577.20866119072 1555.05748650046 1569.50339514216 1431.25780270379 1424.67253715547 1338.56794646243 1530.62915463552 1622.68803189733 1385.05014852053 1407.78498627647 1507.0498283777 1492.14679373188 NA 1514.62626910311 NA NA NA NA NA NA NA NA NA NA NA NA NA
"71" "Tokyo Game Show 2016 4Gamer.net X TJPW Day 2 Part 2" 2016-09-18 1656.43621714992 1498.21426863935 1572.67687974204 1596.03942745865 1469.17568639486 1549.01990914597 1489.99310789277 1496.75982569338 1408.79960346851 1425.65305160807 1577.20866119072 1557.46170970851 1569.50339514216 1424.34425964476 1424.67253715547 1338.56794646243 1530.62915463552 1620.28380868928 1380.24170210444 1407.78498627647 1507.0498283777 1484.85776431592 NA 1514.62626910311 NA NA NA NA NA NA NA NA NA NA NA NA NA
"72" "Shinjuku Love Rin" 2016-09-22 1645.39940649413 1503.18276478245 1572.67687974204 1593.5551793871 1469.17568639486 1555.93118724566 1477.69780391848 1496.75982569338 1421.0949074428 1425.65305160807 1579.69290926227 1554.97746163695 1571.98764321371 1433.08166018824 1424.67253715547 1334.36042013717 1530.62915463552 1631.32061934508 1371.50430156096 1405.08123450204 1507.0498283777 1479.88926817281 NA 1514.62626910311 NA NA NA NA NA NA NA NA NA NA NA NA NA
"73" "Osaka Love Rin" 2016-10-16 1648.42816630525 1503.18276478245 1572.67687974204 1600.39273357113 1469.17568639486 1544.74790559418 1477.69780391848 1496.75982569338 1427.15242706504 1425.65305160807 1579.69290926227 1560.91225448822 1571.98764321371 1424.98425579376 1424.67253715547 1331.12290159628 1530.62915463552 1628.29185953396 1365.44678193871 1399.14644165077 1507.0498283777 1476.28923252967 NA 1525.80955075459 1508.09740439448 NA NA NA NA NA NA NA NA NA NA NA NA
"74" "Yokohama Music & Super Universal Festival Part 1" 2016-10-22 1653.84280840823 1503.18276478245 1572.67687974204 1605.17165338978 1469.17568639486 1544.74790559418 1477.69780391848 1496.75982569338 1424.48911663808 1425.65305160807 1579.69290926227 1560.91225448822 1571.98764321371 1419.65763493985 1424.67253715547 1331.12290159628 1530.62915463552 1633.61848038786 1368.11009236567 1394.36752183212 1507.0498283777 1470.87459042669 NA 1525.80955075459 1508.09740439448 NA NA NA NA NA NA NA NA NA NA NA NA
"75" "Yokohama Music & Super Universal Festival Part 2" 2016-10-22 1651.06955881869 1503.18276478245 1572.67687974204 1607.94490297932 1469.17568639486 1549.27249900069 1477.69780391848 1496.75982569338 1424.48911663808 1425.65305160807 1579.69290926227 1566.4587536673 1571.98764321371 1412.1495454464 1424.67253715547 1326.59830818977 1530.62915463552 1633.61848038786 1368.11009236567 1388.82102265304 1507.0498283777 1470.87459042669 NA 1525.80955075459 1515.60549388793 NA NA NA NA NA NA NA NA NA NA NA NA
"76" "In A Corner Of A City Called Yokohama" 2016-10-29 1654.68944950113 1503.18276478245 1572.67687974204 1602.04393366893 1469.17568639486 1553.61732526121 1477.69780391848 1496.75982569338 1419.87327964399 1425.65305160807 1579.69290926227 1562.4470619422 1571.98764321371 1408.14912253504 1424.67253715547 1322.25348192925 1530.62915463552 1638.23431738196 1372.12178409077 1385.20113197061 1507.0498283777 1462.8512069765 NA 1533.83293420479 1525.50688610968 NA NA NA NA NA NA NA NA NA NA NA NA
"77" "Battle Mission 2016 Code.5" 2016-11-12 1657.97540950869 1503.18276478245 1572.67687974204 1606.34347883676 1469.17568639486 1550.60017759103 1477.69780391848 1496.75982569338 1415.57373447616 1425.65305160807 1579.69290926227 1560.29728935828 1571.98764321371 1411.16627020522 1424.67253715547 1316.21918658889 1530.62915463552 1640.38408996587 1368.83582408321 1385.20113197061 1507.0498283777 1454.63528382697 NA 1539.86722954514 1533.72280925921 NA NA NA NA NA NA NA NA NA NA NA NA
"78" "Battle Mission 2016 Code.6" 2016-11-20 1657.97540950869 1503.18276478245 1572.67687974204 1606.34347883676 1469.17568639486 1557.90624797304 1477.69780391848 1496.75982569338 1422.78956314256 1425.65305160807 1579.69290926227 1560.29728935828 1571.98764321371 1414.80732326523 1424.67253715547 1309.00335792249 1530.62915463552 1636.74303690587 1361.5537179632 1385.20113197061 1507.0498283777 1447.32921344496 NA 1539.86722954514 1541.00491537922 NA NA NA NA NA NA NA NA NA NA NA NA
"79" "In A Corner Of A City Called Kasukabe" 2016-12-10 1657.27887955887 1503.18276478245 1572.67687974204 1607.73653873639 1469.17568639486 1554.43238334162 1477.69780391848 1496.75982569338 1429.7372924054 1425.65305160807 1579.69290926227 1565.12880390053 1571.98764321371 1418.28118789665 1424.67253715547 1302.05562865965 1530.62915463552 1635.34997700624 1356.72220342095 1385.20113197061 1507.0498283777 1439.93142695302 NA 1547.26501603708 1541.70144532903 NA NA NA NA NA NA NA NA NA NA NA NA
"80" "Tokyo Joshi Pro '17" 2017-01-04 1645.08216983025 1503.18276478245 1572.67687974204 1598.52964812793 1469.17568639486 1552.10089786446 1477.69780391848 1496.75982569338 1439.72519669289 1425.65305160807 1591.8896189909 1565.12880390053 1576.65061416803 1415.26517202809 1424.67253715547 1297.39265770533 1530.62915463552 1644.5568676147 1350.62717618046 1385.20113197061 1498.04388825041 1432.9595385341 NA 1555.91295004661 1550.70738545633 1506.09502724049 1502.33148547716 1491.35206599047 NA NA NA NA NA NA NA NA NA
"81" "Girls Fight Out #1" 2017-01-21 1641.34401913482 1503.18276478245 1572.67687974204 1602.37204956768 1469.17568639486 1550.17969714458 1477.69780391848 1496.75982569338 1432.24889530203 1425.65305160807 1591.8896189909 1567.0500046204 1576.65061416803 1415.26517202809 1424.67253715547 1293.55025626558 1530.62915463552 1647.66713995511 1347.51690384006 1385.20113197061 1498.04388825041 1444.62456293285 NA 1555.91295004661 1550.70738545633 1506.09502724049 1502.33148547716 1479.68704159172 1507.47630139086 1503.73815069543 NA NA NA NA NA NA NA
"82" "Girls Fight Out #2" 2017-02-05 1643.13362186938 1503.18276478245 1572.67687974204 1604.93703793642 1469.17568639486 1548.39009441003 1477.69780391848 1496.75982569338 1426.85528835912 1425.65305160807 1591.8896189909 1574.58718492267 1576.65061416803 1415.26517202809 1424.67253715547 1289.97105079647 1530.62915463552 1645.10215158637 1342.38692710258 1385.20113197061 1498.04388825041 1441.9277594614 NA 1561.04292678409 1554.28659092544 1506.09502724049 1502.33148547716 1472.14986128945 1512.86990833376 1506.43495416688 NA NA NA NA NA NA NA
"83" "Girls Fight Out #3" 2017-02-18 1647.03192703477 1503.18276478245 1572.67687974204 1608.55178472191 1469.17568639486 1545.90565653686 1477.69780391848 1496.75982569338 1422.95698319373 1425.65305160807 1591.8896189909 1580.94427582688 1576.65061416803 1415.26517202809 1424.67253715547 1285.00217505013 1530.62915463552 1647.05130416906 1338.77218031708 1385.20113197061 1498.04388825041 1435.57066855719 NA 1561.04292678409 1552.33743834274 1506.09502724049 1502.33148547716 1472.14986128945 1517.8387840801 1508.91939204005 NA NA NA NA NA NA NA
"84" "Dramatic Fan Club Members Only Entertainment ~At This Time, Excitement In Ichigaya" 2017-02-26 1649.96347735083 1503.18276478245 1572.67687974204 1611.24002021882 1469.17568639486 1552.83257942418 1477.69780391848 1496.75982569338 1428.82008382587 1425.65305160807 1591.8896189909 1580.12276047872 1576.65061416803 1415.26517202809 1424.67253715547 1282.31393955322 1530.62915463552 1644.119753853 1332.90907968495 1385.20113197061 1498.04388825041 1428.64374566986 NA 1561.04292678409 1553.1589536909 1506.09502724049 1502.33148547716 1472.14986128945 1517.8387840801 1508.91939204005 NA NA NA NA NA NA NA
"85" "Yokodai Station Event Wrestling Part 1 (2017)" 2017-03-04 1655.09220314542 1503.18276478245 1572.67687974204 1608.67565732153 1469.17568639486 1537.23149824424 1477.69780391848 1496.75982569338 1428.82008382587 1425.65305160807 1591.8896189909 1583.1748311886 1576.65061416803 1415.26517202809 1424.67253715547 1279.26186884335 1530.62915463552 1644.119753853 1348.5101608649 1385.20113197061 1498.04388825041 1423.51501987528 NA 1561.04292678409 1555.72331658819 1506.09502724049 1502.33148547716 1472.14986128945 1517.8387840801 1508.91939204005 NA NA NA NA NA NA NA
"86" "Yokodai Station Event Wrestling Part 2 (2017)" 2017-03-04 1652.90552253736 1503.18276478245 1572.67687974204 1610.86233792959 1469.17568639486 1537.23149824424 1477.69780391848 1496.75982569338 1442.99184864417 1425.65305160807 1591.8896189909 1569.0030663703 1576.65061416803 1415.26517202809 1424.67253715547 1275.87824099277 1530.62915463552 1648.49311506912 1344.13679964877 1385.20113197061 1498.04388825041 1423.51501987528 NA 1561.04292678409 1559.10694443877 1506.09502724049 1502.33148547716 1472.14986128945 1517.8387840801 1508.91939204005 NA NA NA NA NA NA NA
"87" "At This Time, Get Excited In Nerima!" 2017-03-12 1658.08617035811 1503.18276478245 1572.67687974204 1613.45266183997 1469.17568639486 1532.05085042349 1477.69780391848 1496.75982569338 1441.04584740264 1425.65305160807 1591.8896189909 1566.41274245992 1576.65061416803 1415.26517202809 1424.67253715547 1271.98623850971 1530.62915463552 1656.02793724917 1338.34436008467 1385.20113197061 1498.04388825041 1421.88389892659 NA 1553.50810460404 1567.05103478622 1506.09502724049 1502.33148547716 1465.83689189068 1521.73078656316 1510.86539328158 1505.7924395641 NA NA NA NA NA NA
"88" "At This Time, Get Excited In Yokohama!" 2017-03-25 1665.50717160251 1503.18276478245 1572.67687974204 1614.83644147847 1469.17568639486 1530.66707078499 1477.69780391848 1496.75982569338 1433.32728021624 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1269.21867923271 1530.62915463552 1658.79549652616 1342.21946789954 1385.20113197061 1498.04388825041 1414.25309687121 NA 1549.63299678918 1574.80125041596 1506.09502724049 1502.33148547716 1458.08667626095 1529.44935374956 1510.86539328158 1513.42324161947 NA NA NA NA NA NA
"89" "At This Time, Get Excited In Narimasu!" 2017-04-08 1662.43598248874 1503.18276478245 1572.67687974204 1618.7210026577 1469.17568639486 1533.73825989876 1477.69780391848 1496.75982569338 1428.46372343482 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1267.29885845375 1530.62915463552 1660.71531730512 1338.33490672031 1379.05875374307 1498.04388825041 1411.8213184805 NA 1551.57527737879 1580.94362864349 1506.09502724049 1502.33148547716 1449.28722045284 1534.31291053098 1513.29717167229 1511.48096102986 1508.79945580811 NA NA NA NA NA
"90" "At This Time, Get Excited In Osaka!" 2017-04-30 1668.89237628144 1503.18276478245 1572.67687974204 1621.11785394152 1469.17568639486 1527.28186610607 1477.69780391848 1496.75982569338 1426.09644141019 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1263.36035848434 1530.62915463552 1658.3184660213 1333.54120415267 1382.52371037621 1498.04388825041 1407.08675443123 NA 1558.50519064507 1585.73733121113 1506.09502724049 1502.33148547716 1442.35730718656 1536.68019255561 1518.03173572156 1515.41946099926 1505.33449917497 NA NA NA NA NA
"91" "Girls Fight Out #4" 2017-05-07 1670.9181091091 1503.18276478245 1572.67687974204 1619.09212111385 1469.17568639486 1522.63485827883 1477.69780391848 1496.75982569338 1421.48595090691 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1259.38150284794 1530.62915463552 1656.29273319364 1329.48973849735 1378.48439269734 1498.04388825041 1404.78150917959 NA 1562.5566563004 1587.76306403879 1506.09502724049 1502.33148547716 1442.35730718656 1541.29068305889 1520.33698097319 1515.41946099926 1509.31335481137 NA NA NA NA NA
"92" "At This Time, Get Excited In Kasukabe!" 2017-05-14 1672.62946377119 1503.18276478245 1572.67687974204 1623.58525301716 1469.17568639486 1514.80973887344 1475.45123796683 1496.75982569338 1414.80373873343 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1257.67014818585 1530.62915463552 1658.53929914529 1324.24799278813 1378.48439269734 1498.04388825041 1403.56440375809 NA 1558.0635243971 1587.76306403879 1506.09502724049 1502.33148547716 1442.35730718656 1547.97289523237 1520.33698097319 1524.46168582616 1514.55510052058 NA NA NA NA NA
"93" "At This Time, Get Excited In Shinjuku!" 2017-06-04 1678.36966850112 1503.18276478245 1572.67687974204 1631.72142945248 1469.17568639486 1505.08747279396 1490.28185182293 1496.75982569338 1423.77004149475 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1252.53596922427 1530.62915463552 1643.70868528919 1335.79648398845 1366.93590149703 1498.04388825041 1408.04755513875 NA 1549.92734796178 1587.76306403879 1506.09502724049 1502.33148547716 1447.49148614814 1543.48974385171 1511.37067821187 1534.18395190565 1508.81489579065 NA NA NA NA NA
"94" "Girls Fight Out #5" 2017-06-24 1675.1612065648 1503.18276478245 1572.67687974204 1635.29822475194 1469.17568639486 1500.71277562303 1496.69877569558 1496.75982569338 1421.58269290929 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1249.36141582913 1530.62915463552 1645.89603387465 1329.3795601158 1363.35910619757 1498.04388825041 1404.25502574426 NA 1553.1358098981 1587.76306403879 1506.09502724049 1502.33148547716 1447.49148614814 1543.48974385171 1511.37067821187 1538.55864907657 1515.78197858029 NA NA NA NA NA
"95" "The 4th Tokyo Princess Cup Opener" 2017-07-02 1660.4333164901 1503.18276478245 1572.67687974204 1639.48143996228 1469.17568639486 1491.14623038012 1511.42666577028 1496.75982569338 1434.82782971251 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1247.12945190368 1530.62915463552 1651.45939849173 1325.05588049204 1363.35910619757 1498.04388825041 1400.07181053392 NA 1557.45948952186 1587.76306403879 1506.09502724049 1502.33148547716 1444.16008545651 1543.48974385171 1511.37067821187 1525.31351227336 1525.3485238232 NA NA NA NA NA
"96" "The 4th Tokyo Princess Cup 2nd Round" 2017-07-15 1664.19105964729 1503.18276478245 1572.67687974204 1644.38550848313 1469.17568639486 1493.02510195872 1519.25701383273 1496.75982569338 1426.99748165006 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1243.77417160886 1530.62915463552 1638.81800068699 1321.29813733485 1365.23797777617 1498.04388825041 1398.19293895532 NA 1570.1008873266 1587.76306403879 1506.09502724049 1502.33148547716 1439.25601693566 1543.48974385171 1511.37067821187 1523.43464069476 1528.70380411801 NA NA NA NA NA
"97" "Delicious Sacas Pro Wrestling 2017 ~Tokyo Joshi Pro~" 2017-07-26 1669.54892968527 1503.18276478245 1572.67687974204 1641.95220485815 1469.17568639486 1490.34616693973 1524.1236210827 1496.75982569338 1437.35016432027 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1240.44199687998 1530.62915463552 1641.25130431197 1316.43153008488 1367.91691279516 1498.04388825041 1392.83506891734 NA 1570.1008873266 1587.76306403879 1506.09502724049 1502.33148547716 1428.90333426544 1543.48974385171 1511.37067821187 1526.76681542364 1528.70380411801 NA NA NA NA NA
"98" "Fighting Beer Garden 2017 ~The 4th Tokyo Princess Cup Final Round~" 2017-07-30 1666.215966982 1503.18276478245 1572.67687974204 1629.91314413337 1469.17568639486 1483.6802415332 1525.62500787477 1496.75982569338 1432.38345713061 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1235.39028896789 1530.62915463552 1644.58426701523 1323.09745549141 1371.24987549842 1498.04388825041 1390.35171532251 NA 1590.77038188791 1587.76306403879 1506.09502724049 1502.33148547716 1433.95504217754 1543.48974385171 1513.8540318067 1523.43385272038 1518.57198348941 1504.96670718966 NA NA NA NA
"99" "At This Time, Get Excited In Itabashi!" 2017-08-12 1671.30952263398 1503.18276478245 1572.67687974204 1632.83352193286 1469.17568639486 1480.84053621978 1528.17178570076 1496.75982569338 1435.22316244403 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1229.71087834105 1530.62915463552 1651.23205524307 1320.17707769192 1365.25305174631 1498.04388825041 1396.03112594936 NA 1588.22360406192 1587.76306403879 1506.09502724049 1502.33148547716 1428.86148652556 1543.48974385171 1513.8540318067 1516.78606449254 1524.56880724151 1504.96670718966 NA NA NA NA
"100" "Brand New Wrestling ~The Beginning Of The New Era~" 2017-08-26 1656.74303844535 1503.18276478245 1572.67687974204 1639.1862677171 1469.17568639486 1484.2284394028 1519.88320707938 1496.75982569338 1441.31374522419 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1224.8879444804 1530.62915463552 1656.50594550492 1316.4107039493 1363.74553522707 1498.04388825041 1399.07641733944 NA 1596.51218268331 1587.76306403879 1506.09502724049 1502.33148547716 1433.68442038621 1537.39916107155 1510.80874041662 1513.39816130952 1531.34461360756 1501.92141579958 1493.22419363395 1493.64725421576 1514.56648418863 1503.04529139008
"101" "Shinkiba De Bakoon!" 2017-09-09 1652.10126201099 1503.18276478245 1572.67687974204 1642.05288170393 1469.17568639486 1482.79513240939 1521.31651407279 1496.75982569338 1449.23668952403 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1222.02133049357 1530.62915463552 1652.544473355 1308.48775964946 1357.6278399289 1498.04388825041 1403.03788948935 NA 1587.22862981458 1587.76306403879 1512.21272253866 1502.33148547716 1438.32619682057 1537.39916107155 1510.80874041662 1522.81815953925 1540.62816647629 1501.92141579958 1483.80419540422 1493.64725421576 1514.56648418863 1503.04529139008
"102" "Yokohama De Bakoon!" 2017-09-16 1657.60367384065 1503.18276478245 1572.67687974204 1644.52176740123 1469.17568639486 1477.32600224065 1526.25428546739 1496.75982569338 1452.70508864189 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1218.77503048475 1530.62915463552 1658.01360352375 1306.55927087725 1350.69104169318 1498.04388825041 1409.97468772508 NA 1592.40341859561 1587.76306403879 1512.21272253866 1502.33148547716 1433.38842542598 1537.39916107155 1510.80874041662 1519.34976042138 1538.15928077899 1501.92141579958 1478.30178357456 1493.64725421576 1514.56648418863 1503.04529139008
"103" "Osaka De Bakoon!" 2017-09-30 1655.06644639209 1503.18276478245 1572.67687974204 1636.88042476002 1469.17568639486 1466.61853923329 1531.3287403645 1496.75982569338 1463.41255164925 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1213.70057558764 1530.62915463552 1660.92671200496 1320.22444500007 1347.77793321196 1498.04388825041 1421.91633249222 NA 1600.85471002148 1587.76306403879 1512.21272253866 1502.33148547716 1427.36459394436 1537.39916107155 1510.80874041662 1521.88698786994 1529.70798935312 1501.92141579958 1466.36013880742 1493.64725421576 1514.56648418863 1503.04529139008
"104" "Smile YES Yokohama" 2017-10-14 1661.36133151921 1503.18276478245 1572.67687974204 1638.92707349039 1469.17568639486 1464.90170162684 1535.42203782523 1496.75982569338 1461.36590291889 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1210.26690037475 1530.62915463552 1665.84688118494 1317.78752856506 1351.15175138815 1498.04388825041 1417.8230350315 NA 1607.60234637386 1587.76306403879 1512.21272253866 1502.33148547716 1420.61695759198 1540.83283628444 1512.52557802307 1518.02901917784 1526.33417117693 1501.92141579958 1461.43996962745 1493.64725421576 1514.56648418863 1503.04529139008
"105" "Yokodai Station Pro Wrestling Part 1" 2017-10-28 1663.79246712211 1503.18276478245 1572.67687974204 1628.95008475782 1469.17568639486 1474.87869035941 1540.56537988492 1496.75982569338 1466.35439728517 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1210.26690037475 1530.62915463552 1660.85838681865 1315.35639296216 1346.00840932846 1498.04388825041 1417.8230350315 NA 1607.60234637386 1587.76306403879 1512.21272253866 1502.33148547716 1420.61695759198 1540.83283628444 1512.52557802307 1518.02901917784 1526.33417117693 1501.92141579958 1461.43996962745 1493.64725421576 1514.56648418863 1503.04529139008
"106" "Yokodai Station Pro Wrestling Part 2" 2017-10-28 1670.8402385863 1503.18276478245 1572.67687974204 1625.42619902572 1469.17568639486 1474.87869035941 1539.91763947268 1496.75982569338 1466.35439728517 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1210.26690037475 1530.62915463552 1660.85838681865 1315.35639296216 1349.53229506056 1498.04388825041 1410.8484985894 NA 1607.60234637386 1587.76306403879 1512.21272253866 1502.33148547716 1413.56918612778 1540.83283628444 1512.52557802307 1518.67675959008 1533.30870761902 1501.92141579958 1461.43996962745 1493.64725421576 1514.56648418863 1503.04529139008
"107" "Girls Fight Out #6" 2017-10-29 1668.76405435342 1503.18276478245 1572.67687974204 1611.34535626694 1469.17568639486 1488.9595331182 1541.99382370557 1496.75982569338 1470.50676575095 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1206.11453190897 1530.62915463552 1662.93457105154 1311.06617737124 1341.27902031964 1498.04388825041 1419.10177333032 NA 1605.52616214098 1587.76306403879 1512.21272253866 1502.33148547716 1417.06184639014 1545.12305187536 1512.52557802307 1515.18409932772 1540.29402814374 1501.92141579958 1454.45464910273 1493.64725421576 1514.56648418863 1503.04529139008
"108" "Smile YES Shin-Kiba" 2017-11-03 1665.04101278995 1503.18276478245 1572.67687974204 1617.11348778252 1469.17568639486 1492.08662655315 1538.86673027061 1496.75982569338 1464.20843971701 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1415.26517202809 1424.67253715547 1219.04663670447 1530.62915463552 1670.38065417848 1298.13407257574 1345.00206188311 1498.04388825041 1412.84758646041 NA 1611.82448817491 1587.76306403879 1512.21272253866 1502.33148547716 1409.6157632632 1554.98407034917 1512.52557802307 1521.43828619763 1530.43300966993 1501.92141579958 1448.68651758715 1493.64725421576 1514.56648418863 1503.04529139008
"109" "Smile YES Shinjuku" 2017-11-23 1675.19468792419 1503.18276478245 1572.67687974204 1622.43225427141 1469.17568639486 1486.76786006426 1541.52611351505 1496.75982569338 1472.8089841162 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1406.6646276289 1424.67253715547 1216.52005020957 1530.62915463552 1660.22697904423 1294.15444195017 1343.01224657033 1498.04388825041 1423.87547067147 NA 1611.82448817491 1587.76306403879 1512.21272253866 1502.33148547716 1411.60557857598 1557.51065684406 1512.52557802307 1518.77890295319 1534.4126402955 1501.92141579958 1437.65863337609 1493.64725421576 1514.56648418863 1503.04529139008
"110" "I Tighten My Helmet And Leave For Korakuen" 2017-12-10 1672.17867915101 1503.18276478245 1572.67687974204 1618.20324047141 1469.17568639486 1494.0215513219 1541.32139990171 1496.75982569338 1481.80071341553 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1399.41093637126 1424.67253715547 1224.97807780957 1530.62915463552 1656.60013341542 1288.12242440382 1334.55421897034 1498.04388825041 1426.89147944465 NA 1617.85650572127 1587.76306403879 1512.21272253866 1502.33148547716 1411.60557857598 1561.73967064406 1512.52557802307 1522.40574858201 1534.61735390884 1501.92141579958 1428.66690407676 1493.64725421576 1514.56648418863 1503.04529139008
"111" "Se No, Merry Christmas!" 2017-12-23 1674.68390654284 1503.18276478245 1572.67687974204 1625.84280991068 1469.17568639486 1503.67354096982 1543.48930381383 1496.75982569338 1486.73987664645 1425.65305160807 1591.8896189909 1558.99174121552 1576.65061416803 1392.3649005584 1424.67253715547 1232.02411362243 1530.62915463552 1660.523861886 1283.18326117291 1332.04899157851 1498.04388825041 1423.36846153822 NA 1615.68860180916 1587.76306403879 1512.21272253866 1502.33148547716 1407.6818501054 1565.26268855049 1512.52557802307 1517.92256298433 1526.97778446957 1501.92141579958 1423.49810002651 1493.64725421576 1514.56648418863 1503.04529139008
